Partition	Size	Members
2289_10	5	transcript/7311,transcript/9345,transcript/10806,transcript/7830,transcript/11308
2289_1	4	transcript/9421,transcript/14822,transcript/12398,transcript/11831
2290_0	3	transcript/23509,transcript/10031,transcript/11362
2291_0	2	transcript/16613,transcript/10540
2292_0	6	transcript/16482,transcript/15186,transcript/12191,transcript/10579,transcript/14514,transcript/11559
229_0	2	transcript/1368,transcript/1441
2293_0	5	transcript/11901,transcript/14349,transcript/9062,transcript/10596,transcript/17541
2294_0	4	transcript/11764,transcript/10747,transcript/10851,transcript/8294
2295_0	5	transcript/12394,transcript/11344,transcript/10837,transcript/13342,transcript/12990
2296_0	4	transcript/10598,transcript/14649,transcript/10874,transcript/9919
2297_0	2	transcript/8627,transcript/7732
2298_0	4	transcript/10887,transcript/26014,transcript/28053,transcript/35614
2_0	6	transcript/1100,transcript/770,transcript/809,transcript/978,transcript/664,transcript/739
2300_0	3	transcript/13344,transcript/11560,transcript/9671
2301_0	4	transcript/18381,transcript/11623,transcript/17801,transcript/11726
2301_1	6	transcript/16236,transcript/22193,transcript/19539,transcript/17304,transcript/14291,transcript/19428
230_0	3	transcript/845,transcript/33230,transcript/1455
230_1	2	transcript/1759,transcript/1089
2303_0	3	transcript/7986,transcript/10638,transcript/14894
2305_0	5	transcript/9848,transcript/19967,transcript/8008,transcript/14011,transcript/16424
2306_0	6	transcript/15512,transcript/12954,transcript/12115,transcript/11557,transcript/10329,transcript/11577
2307_0	12	transcript/16969,transcript/11320,transcript/9895,transcript/9328,transcript/14951,transcript/17056,transcript/17260,transcript/23033,transcript/16176,transcript/20384,transcript/14474,transcript/10457
2308_0	2	transcript/10709,transcript/12498
2309_0	21	transcript/34031,transcript/30140,transcript/46072,transcript/45613,transcript/41294,transcript/32762,transcript/40532,transcript/11990,transcript/30080,transcript/35608,transcript/40254,transcript/27737,transcript/41132,transcript/32704,transcript/20667,transcript/29614,transcript/43630,transcript/26049,transcript/35268,transcript/10869,transcript/38785
2310_0	2	transcript/57766,transcript/10456
2311_0	3	transcript/12444,transcript/10792,transcript/13613
2312_0	3	transcript/16104,transcript/13561,transcript/16184
2312_1	5	transcript/12421,transcript/10399,transcript/9516,transcript/11712,transcript/12371
231_0	2	transcript/1229,transcript/1543
2313_0	2	transcript/10407,transcript/13240
2314_0	4	transcript/10435,transcript/16252,transcript/12646,transcript/13488
2315_0	5	transcript/12619,transcript/11735,transcript/13466,transcript/10545,transcript/10711
2315_8	5	transcript/12825,transcript/14614,transcript/8351,transcript/11995,transcript/13708
2316_0	9	transcript/14088,transcript/14907,transcript/11678,transcript/13881,transcript/15609,transcript/19412,transcript/15764,transcript/10918,transcript/19509
2317_0	20	transcript/11193,transcript/9535,transcript/26155,transcript/18209,transcript/9831,transcript/13003,transcript/50983,transcript/24119,transcript/21742,transcript/7673,transcript/17827,transcript/28308,transcript/17512,transcript/7330,transcript/15599,transcript/16050,transcript/9809,transcript/18973,transcript/20551,transcript/25117
2318_0	2	transcript/10602,transcript/15564
2319_0	3	transcript/9129,transcript/12065,transcript/10719
2320_0	2	transcript/10731,transcript/7588
2322_0	2	transcript/26177,transcript/13726
2322_1	3	transcript/10848,transcript/12603,transcript/14192
2323_0	22	transcript/60564,transcript/64210,transcript/31515,transcript/31319,transcript/54807,transcript/28843,transcript/38108,transcript/25759,transcript/23337,transcript/10942,transcript/33627,transcript/32610,transcript/33534,transcript/38962,transcript/31481,transcript/34471,transcript/16903,transcript/29926,transcript/19047,transcript/20844,transcript/23244,transcript/18552
23_0	3	transcript/614,transcript/717,transcript/652
23_2	2	transcript/676,transcript/21660
2324_0	4	transcript/16602,transcript/9210,transcript/10757,transcript/22459
2326_1	3	transcript/11713,transcript/13384,transcript/10988
2327_0	5	transcript/18879,transcript/8927,transcript/10030,transcript/17045,transcript/12316
2329_0	2	transcript/8552,transcript/10751
2330_0	5	transcript/10788,transcript/35126,transcript/7369,transcript/40535,transcript/39880
2331_0	3	transcript/10805,transcript/7235,transcript/14930
2332_0	3	transcript/12164,transcript/12567,transcript/10850
233_0	2	transcript/1318,transcript/1523
2333_0	3	transcript/56215,transcript/53569,transcript/10965
2334_0	3	transcript/7932,transcript/12981,transcript/12222
2334_2	4	transcript/11281,transcript/13880,transcript/14716,transcript/65710
2335_0	8	transcript/17756,transcript/14607,transcript/12772,transcript/20362,transcript/13695,transcript/9943,transcript/11304,transcript/12680
2336_0	1	transcript/11534
2336_1	2	transcript/44983,transcript/45293
2336_2	3	transcript/50470,transcript/51102,transcript/50494
2337_0	5	transcript/20431,transcript/11262,transcript/8150,transcript/20292,transcript/9352
2338_0	5	transcript/13011,transcript/11057,transcript/12711,transcript/13038,transcript/10492
2339_0	2	transcript/10570,transcript/5986
2340_0	2	transcript/10733,transcript/11602
2341_0	4	transcript/11031,transcript/13360,transcript/17296,transcript/12910
2342_0	2	transcript/11200,transcript/12439
2343_0	9	transcript/18367,transcript/12894,transcript/14448,transcript/13146,transcript/15093,transcript/10525,transcript/10615,transcript/14499,transcript/12328
2344_0	3	transcript/10948,transcript/10118,transcript/13509
2345_0	2	transcript/10959,transcript/12669
2346_0	3	transcript/11102,transcript/12516,transcript/22147
2347_0	2	transcript/13054,transcript/15013
2348_0	2	transcript/7118,transcript/10382
2349_0	5	transcript/12329,transcript/12247,transcript/10669,transcript/17771,transcript/13776
2350_0	2	transcript/10777,transcript/18277
2351_0	4	transcript/10892,transcript/12277,transcript/9800,transcript/11547
2352_0	6	transcript/20163,transcript/10963,transcript/14497,transcript/11752,transcript/14567,transcript/12791
235_0	2	transcript/31292,transcript/26978
235_2	2	transcript/2884,transcript/1321
2353_0	10	transcript/22576,transcript/18613,transcript/21639,transcript/12068,transcript/18647,transcript/22169,transcript/13849,transcript/17305,transcript/11363,transcript/16527
2354_0	3	transcript/10343,transcript/11626,transcript/12114
2355_0	2	transcript/12918,transcript/11042
2356_0	4	transcript/11484,transcript/11063,transcript/20044,transcript/15851
2357_0	4	transcript/15733,transcript/15731,transcript/12536,transcript/12652
2357_2	3	transcript/17127,transcript/11835,transcript/14995
2358_0	6	transcript/16779,transcript/11731,transcript/10830,transcript/11488,transcript/14763,transcript/9293
2359_0	4	transcript/7325,transcript/58011,transcript/10991,transcript/54044
2360_0	3	transcript/32397,transcript/11652,transcript/17178
2361_0	2	transcript/11723,transcript/10289
2363_0	5	transcript/10916,transcript/15305,transcript/13193,transcript/11601,transcript/12241
2364_0	5	transcript/10356,transcript/13624,transcript/22542,transcript/11069,transcript/12616
2365_0	3	transcript/14372,transcript/11071,transcript/13359
2366_0	2	transcript/15141,transcript/11121
2366_1	2	transcript/20828,transcript/24424
2367_0	3	transcript/11182,transcript/12159,transcript/9473
2368_0	5	transcript/15745,transcript/10107,transcript/15011,transcript/13650,transcript/18897
2369_0	4	transcript/50508,transcript/50413,transcript/51661,transcript/10376
2369_2	9	transcript/42024,transcript/20489,transcript/26850,transcript/30355,transcript/37305,transcript/36471,transcript/38498,transcript/39621,transcript/38568
2370_0	2	transcript/17569,transcript/10953
2372_0	2	transcript/15368,transcript/11070
237_0	3	transcript/1802,transcript/2762,transcript/2337
237_1	3	transcript/1557,transcript/1870,transcript/1378
2373_0	4	transcript/11303,transcript/10661,transcript/13007,transcript/9685
2375_0	7	transcript/11074,transcript/9448,transcript/13209,transcript/13080,transcript/12353,transcript/11485,transcript/12373
2375_1	3	transcript/17933,transcript/15559,transcript/15178
2376_0	12	transcript/33399,transcript/32180,transcript/38150,transcript/11194,transcript/31279,transcript/25283,transcript/28664,transcript/28915,transcript/29377,transcript/13058,transcript/27126,transcript/11432
2376_4	1	transcript/66787
2377_0	7	transcript/59150,transcript/8417,transcript/63479,transcript/15382,transcript/58699,transcript/16129,transcript/9228
2377_1	3	transcript/12302,transcript/12431,transcript/14748
2378_0	3	transcript/8464,transcript/10051,transcript/10252
2379_0	5	transcript/17709,transcript/17746,transcript/19406,transcript/16416,transcript/10786
2380_0	14	transcript/16776,transcript/12213,transcript/13769,transcript/12334,transcript/10265,transcript/16847,transcript/18977,transcript/20465,transcript/14818,transcript/7886,transcript/9157,transcript/13192,transcript/10487,transcript/13718
2382_0	5	transcript/62624,transcript/54477,transcript/56546,transcript/10884,transcript/53936
238_0	4	transcript/1589,transcript/2566,transcript/2142,transcript/2351
238_1	3	transcript/1296,transcript/2458,transcript/1362
238_9	4	transcript/3233,transcript/3594,transcript/2730,transcript/2945
2383_0	7	transcript/12963,transcript/13525,transcript/22164,transcript/10911,transcript/15580,transcript/10300,transcript/9879
2384_0	8	transcript/57802,transcript/47202,transcript/47723,transcript/46515,transcript/56362,transcript/10913,transcript/51135,transcript/52601
2386_0	4	transcript/11517,transcript/9526,transcript/11141,transcript/14775
2388_0	6	transcript/11851,transcript/11005,transcript/11968,transcript/16639,transcript/13668,transcript/14646
2389_0	8	transcript/33818,transcript/36306,transcript/50831,transcript/11053,transcript/37825,transcript/45290,transcript/51731,transcript/43193
2390_0	9	transcript/13679,transcript/10149,transcript/57464,transcript/11382,transcript/15081,transcript/12326,transcript/11548,transcript/11491,transcript/11501
2392_0	2	transcript/10384,transcript/13833
2393_0	3	transcript/10759,transcript/14315,transcript/16230
2394_0	2	transcript/13301,transcript/10900
2395_0	5	transcript/11001,transcript/40720,transcript/38451,transcript/44697,transcript/42474
2395_1	3	transcript/49038,transcript/47765,transcript/43587
2397_0	3	transcript/8762,transcript/11149,transcript/12922
2397_2	4	transcript/14851,transcript/15282,transcript/23344,transcript/18750
2398_0	3	transcript/41897,transcript/11333,transcript/41084
2399_0	5	transcript/10601,transcript/20718,transcript/12264,transcript/13317,transcript/12233
2400_0	10	transcript/9966,transcript/10955,transcript/11671,transcript/14015,transcript/12813,transcript/14298,transcript/15930,transcript/11867,transcript/16904,transcript/16130
2401_0	3	transcript/10985,transcript/11082,transcript/26652
2402_0	3	transcript/13410,transcript/17082,transcript/15380
2403_0	2	transcript/9450,transcript/11087
2404_0	3	transcript/11138,transcript/16881,transcript/11770
2405_0	2	transcript/21799,transcript/11159
2407_0	3	transcript/11963,transcript/11288,transcript/9420
2408_0	2	transcript/10127,transcript/11259
2409_0	4	transcript/13531,transcript/15349,transcript/10973,transcript/15283
2409_1	2	transcript/48776,transcript/50409
2410_0	8	transcript/15138,transcript/11981,transcript/12209,transcript/14961,transcript/14345,transcript/10557,transcript/13700,transcript/9813
2411_0	4	transcript/11487,transcript/11970,transcript/9465,transcript/10845
2412_0	3	transcript/11123,transcript/9201,transcript/20381
2414_0	4	transcript/11015,transcript/10129,transcript/11604,transcript/19574
2415_0	6	transcript/56343,transcript/24511,transcript/50265,transcript/47576,transcript/11035,transcript/47557
2416_0	3	transcript/9927,transcript/11674,transcript/12869
2417_0	3	transcript/13278,transcript/10912,transcript/14953
2418_0	3	transcript/11254,transcript/18177,transcript/14484
2418_3	2	transcript/20571,transcript/12600
2419_0	2	transcript/11324,transcript/11310
2420_0	3	transcript/10554,transcript/9988,transcript/11804
2421_0	3	transcript/45776,transcript/10982,transcript/44079
242_0	2	transcript/7515,transcript/1284
2423_0	3	transcript/11865,transcript/12920,transcript/12286
2424_0	8	transcript/16959,transcript/10897,transcript/19427,transcript/14263,transcript/16942,transcript/16311,transcript/13183,transcript/13328
24_0	4	transcript/34173,transcript/25844,transcript/726,transcript/1121
24_2	9	transcript/1396,transcript/348,transcript/606,transcript/995,transcript/2102,transcript/1712,transcript/25485,transcript/19922,transcript/473
2425_0	2	transcript/14449,transcript/10964
2426_0	3	transcript/11181,transcript/11846,transcript/11778
2427_0	4	transcript/11228,transcript/13334,transcript/13724,transcript/4818
2428_0	3	transcript/13180,transcript/11543,transcript/13875
2429_0	5	transcript/15027,transcript/21823,transcript/12539,transcript/8601,transcript/10643
2430_0	5	transcript/11023,transcript/9307,transcript/11581,transcript/13424,transcript/13558
2431_0	2	transcript/12853,transcript/11099
2432_1	10	transcript/11264,transcript/15036,transcript/17334,transcript/16791,transcript/12870,transcript/8398,transcript/18050,transcript/11711,transcript/12048,transcript/10573
243_0	2	transcript/1468,transcript/1353
2434_0	6	transcript/14331,transcript/12710,transcript/13689,transcript/13385,transcript/16530,transcript/11747
2435_0	3	transcript/23401,transcript/13006,transcript/12497
2435_2	3	transcript/14543,transcript/11751,transcript/12658
2436_0	2	transcript/49404,transcript/11531
2436_2	5	transcript/45455,transcript/11448,transcript/10587,transcript/11450,transcript/12801
2437_0	5	transcript/12787,transcript/11000,transcript/15730,transcript/12185,transcript/22618
2437_2	6	transcript/12448,transcript/17339,transcript/14480,transcript/13989,transcript/12438,transcript/14007
2439_0	5	transcript/14520,transcript/11529,transcript/12402,transcript/13820,transcript/12532
2440_0	3	transcript/12996,transcript/34760,transcript/10888
2440_1	3	transcript/11977,transcript/11410,transcript/8852
2442_0	4	transcript/11218,transcript/14834,transcript/14202,transcript/12731
